"victim_zip","SpeciesIDDesc","bite_date","BreedIDDesc","GenderIDDesc","color","vaccination_yrs","vaccination_date","AdvIssuedYNDesc","WhereBittenIDDesc","quarantine_date","DispositionIDDesc","head_sent_date","release_date","ResultsIDDesc","datadif","year","month","season","total","class","CountryCode","PlaceName","AdminName1","AdminCode1","AdminName2","AdminCode2","AdminName3","AdminCode3","latitude","longitude","accuracy"
"40223","DOG",2012-07-06,"BASSET HOUND","MALE",NA,NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2012,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-12-11,"SHIH TZU",NA,NA,3,"2012-04-06 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2012,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2013-11-02,NA,"MALE","BLAC/WHITE",3,"2013-04-30 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2013,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-03-30,NA,"MALE","GOLDEN",3,"2010-03-02 00:00:00","NO","HEAD","2010-04-01 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-09-08,NA,"MALE",NA,NA,NA,"NO","HEAD","2010-09-09 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2016-09-09,NA,"MALE","GRY WHT",NA,"2016-09-10 00:00:00",NA,"BODY",NA,NA,NA,"2016-09-19 00:00:00",NA,NA,2016,9,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2015-05-04,NA,"FEMALE","TORTIE",NA,NA,NA,"HEAD",NA,NA,2015-05-04,NA,"NEGATIVE",0,2015,5,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2017-06-20,"BOX TERRIER","FEMALE","BRINDLE",1,"2017-07-18 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2017-06-30 00:00:00",NA,NA,2017,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2011-09-23,NA,"MALE","BRN-CREAM",3,"2011-06-21 00:00:00","NO","BODY",NA,"RELEASED",NA,NA,NA,NA,2011,9,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2016-10-07,NA,"FEMALE","CALICO",1,"2016-04-29 00:00:00",NA,"BODY",NA,NA,NA,"2016-10-17 00:00:00",NA,NA,2016,10,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2011-06-26,NA,NA,NA,NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2011,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2012-04-29,NA,"MALE","BLK",1,"2011-08-05 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,4,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2013-05-02,"LABRADOR RETRIV","MALE","BLACK",NA,"2012-11-01 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2015-10-31,NA,"MALE","GRY BLK",1,"2015-06-02 00:00:00",NA,"BODY",NA,NA,NA,"2015-11-11 00:00:00",NA,NA,2015,10,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-11-03,NA,"MALE","BLH-WHITE",1,"2010-05-05 00:00:00","NO","BODY","2010-11-03 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-05-07,NA,NA,NA,NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2011,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-09-27,"LABRADOR RETRIV","MALE","BLK",1,"2015-09-21 00:00:00",NA,"BODY",NA,NA,NA,"2015-10-07 00:00:00",NA,NA,2015,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2010-03-05,NA,"UNKNOWN","ORANGE",NA,"2009-07-25 00:00:00","NO","BODY","2010-03-05 00:00:00","UNKNOWN",2010-03-06,NA,"UNKNOWN",1,2010,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-01-28,"AAUST. TERR.","FEMALE","WHITE",3,"2009-10-08 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2012,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-08-09,NA,NA,NA,3,"2011-07-15 00:00:00",NA,"BODY",NA,NA,NA,"2012-08-21 00:00:00",NA,NA,2012,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2011-04-09,NA,NA,NA,NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2011,4,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2017-06-14,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2017,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2014-08-10,NA,"MALE","TRI",3,"2012-01-10 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-03-23,NA,"UNKNOWN","TRI",NA,NA,"NO","BODY","2010-03-23 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-10-05,NA,NA,NA,1,"2012-05-05 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2012,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-08-29,"GERM SHEPHERD","MALE","BROWN",1,"2011-11-09 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-07-18,"BOUVIER","MALE","BLACK",3,"2015-07-09 00:00:00",NA,"BODY",NA,NA,NA,"2016-08-01 00:00:00",NA,NA,2016,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2013-04-14,NA,"FEMALE","BLK WHT",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2013,4,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223",NA,2017-05-09,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,5,"spring",107,"wildlife","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2011-07-21,NA,"MALE","BRINDLE",NA,NA,"NO","BODY","2011-07-22 00:00:00",NA,NA,NA,NA,NA,2011,7,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-05-07,NA,"UNKNOWN",NA,NA,NA,"YES","BODY","2010-05-11 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-04-08,"GERM SHEPHERD","FEMALE","BROWN",NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2015,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-03-20,"SHIH TZU",NA,"WHITE",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-11-20,NA,"MALE","BROWN",3,"2011-01-26 00:00:00","NO","HEAD","2011-11-21 00:00:00","RELEASED",NA,NA,NA,NA,2011,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-11-27,"PIT BULL","MALE","BRN WHT",NA,NA,NA,"UNKNOWN",NA,NA,NA,"2016-12-07 00:00:00",NA,NA,2016,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-01-21,NA,"FEMALE","BRN",1,"2009-07-13 00:00:00","NO","HEAD","2010-01-25 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2012-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-11-23,NA,"MALE",NA,NA,NA,"NO","BODY",NA,"UNKNOWN",2010-11-23,NA,"UNKNOWN",0,2010,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2014-11-27,NA,"MALE","BLK BRN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2014,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-07-30,"GERM SHEPHERD","FEMALE","BLK-BRN",1,"2011-07-23 00:00:00","NO","HEAD",NA,NA,NA,NA,NA,NA,2011,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-01-20,NA,"MALE","BLK",1,"2009-12-11 00:00:00","NO","BODY","2010-01-28 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2013-02-13,"PIT BULL","MALE","BRN WHIT",1,"2012-12-03 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2013,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40228","DOG",2014-03-15,NA,"FEMALE","BRN BLCK",1,"2013-08-06 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2015-04-16,"GERM SHEPHERD","MALE","BRN BLK",NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2015,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2017-07-21,"PIT BULL","FEMALE","BROWN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2012-03-04,NA,"FEMALE","WHT/BRN",3,"2012-03-19 00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,2012,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2017-03-02,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2010-06-01,NA,"UNKNOWN","TAN",NA,NA,"YES","BODY","2010-06-08 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2011-03-01,NA,"FEMALE","GREY",3,"2010-10-18 00:00:00","NO","BODY","2011-03-02 00:00:00",NA,NA,NA,NA,NA,2011,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2012-04-18,NA,"FEMALE","WHT/TAN",NA,"2012-05-17 00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,2012,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2015-07-08,"BOXER","MALE","BRN WHITE",1,"2015-02-10 00:00:00",NA,"BODY",NA,NA,NA,"2015-07-24 00:00:00",NA,NA,2015,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2011-09-29,NA,"FEMALE","BROWN",NA,NA,"NO","BODY","2011-10-04 00:00:00","RELEASED",NA,NA,NA,NA,2011,9,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2015-10-27,"LABRADOR RETRIV","MALE","TAN",1,"2015-05-30 00:00:00",NA,"BODY",NA,NA,NA,"2015-11-09 00:00:00",NA,NA,2015,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2016-05-29,"COCKER SPAINEL","MALE","BLK WHT",1,"2015-08-28 00:00:00",NA,"BODY",NA,NA,NA,"2016-06-10 00:00:00",NA,NA,2016,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2016-05-06,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2010-04-28,NA,"UNKNOWN","RED-WHT",NA,"2008-12-11 00:00:00","NO","BODY","2010-05-06 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2011-01-17,NA,"FEMALE","TRI",1,"2011-02-10 00:00:00","NO","HEAD","2011-01-20 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2011,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2013-04-24,NA,"FEMALE","BLACK",1,"2013-05-08 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2014-10-25,NA,"MALE","BLK TAN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2014,10,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2010-08-16,NA,"UNKNOWN",NA,NA,NA,"YES","BODY","2010-08-16 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2014-03-08,NA,"MALE","WHITE BROW",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2014,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2010-12-20,NA,"UNKNOWN",NA,NA,NA,"NO","BODY","2010-12-20 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2012-04-26,"BORDER COLLIE","MALE","BLK/WHT",3,"2011-11-30 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2010-10-10,NA,"MALE","BLACK",1,"2010-10-25 00:00:00","NO","BODY","2010-10-11 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2010-11-08,NA,"FEMALE","BLACK",1,"2010-07-14 00:00:00","NO","BODY","2010-11-08 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2015-11-22,NA,NA,NA,3,"2015-03-28 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2015-12-04 00:00:00",NA,NA,2015,11,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2012-01-23,"BOXER",NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2016-10-30,"PIT BULL",NA,"WT BRM",NA,NA,NA,"BODY",NA,NA,NA,"2016-11-09 00:00:00",NA,NA,2016,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2012-05-29,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,5,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2015-08-28,"MALTASE","MALE","WHITE",NA,"2015-08-01 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2015-09-08 00:00:00",NA,NA,2015,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2016-08-29,"CHICHAUHUA","FEMALE","TAN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2013-04-20,NA,"MALE","BROWN",3,"2011-12-31 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2010-07-24,NA,"UNKNOWN",NA,NA,NA,"YES","BODY","2010-07-26 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,7,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2016-03-30,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2016,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2011-03-29,"CHICHAUHUA","MALE","BROWN",NA,NA,"NO","BODY","2011-03-29 00:00:00",NA,NA,NA,NA,NA,2011,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2010-12-31,NA,"MALE","BRN-BLACK",1,"2010-04-29 00:00:00","NO","BODY","2011-01-14 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2015-03-03,NA,"FEMALE","BRN TABBY",NA,NA,NA,"BODY",NA,NA,NA,"2015-03-13 00:00:00",NA,NA,2015,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2010-01-01,NA,"FEMALE","WHT",1,"2009-10-22 00:00:00","NO","BODY","2010-01-04 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2014-09-01,NA,NA,NA,3,"2012-04-01 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2011-05-16,NA,"MALE","GREY",1,"2011-06-11 00:00:00","NO","BODY","2011-05-17 00:00:00",NA,NA,"2011-06-14 00:00:00",NA,NA,2011,5,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2012-07-21,"PIT BULL","MALE","TAN",1,"2012-07-23 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2011-09-07,"AM BULLDOG","MALE","TAN-WHT",3,"2011-02-19 00:00:00","NO","BODY","2011-09-09 00:00:00","RELEASED",NA,NA,NA,NA,2011,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2017-08-16,"POODLE","MALE","WHITE",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2011-02-22,"GERM SHEPHERD","MALE","BLK-BROWN",3,"2008-08-30 00:00:00","NO","BODY","2011-02-23 00:00:00",NA,NA,NA,NA,NA,2011,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2011-12-18,"PIT BULL",NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2011,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2010-02-07,NA,"MALE","TRI",3,"2009-02-16 00:00:00","NO","BODY","2010-02-08 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2012-03-13,"ROTTWEILER",NA,NA,NA,NA,NA,"HEAD",NA,NA,NA,"2012-03-23 00:00:00",NA,NA,2012,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2010-12-18,NA,"MALE","BRN-WHITE",NA,NA,"NO","BODY","2010-12-18 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2011-03-29,"LABRADOR RETRIV","MALE","BLACK",1,"2011-02-07 00:00:00","NO","HEAD",NA,NA,NA,NA,NA,NA,2011,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2010-10-29,NA,"UNKNOWN",NA,NA,NA,"YES","BODY","2010-11-01 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,10,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","CAT",2010-05-30,NA,"UNKNOWN",NA,NA,NA,"NO","BODY","2010-06-08 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,5,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2017-04-20,"DACHSHUND","FEMALE","BLK/BRN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2010-10-17,NA,"MALE","BROWN",1,"2010-07-15 00:00:00","NO","HEAD","2010-10-19 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2013-07-23,"PIT BULL","MALE","BRN WHT",NA,"2012-09-06 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2012-03-19,NA,"FEMALE","BLK/YELLOW",1,"2012-01-22 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2017-05-07,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2011-05-26,NA,"MALE","BLK-TAN",1,"2010-12-16 00:00:00","NO","BODY","2011-05-26 00:00:00",NA,NA,NA,NA,NA,2011,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2017-05-31,"SHELTIE","MALE","GOLDEN",3,"2017-04-13 00:00:00",NA,"HEAD",NA,NA,NA,"2017-06-12 00:00:00",NA,NA,2017,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2015-05-20,"YORKSHIRE TERRIER","FEMALE","GRY SILVER",NA,NA,"YES","BODY",NA,"RELEASED",NA,"2015-05-31 00:00:00",NA,NA,2015,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2011-12-12,"OTHER","FEMALE","TRI COLOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
"40228","DOG",2016-09-30,NA,"FEMALE","BLK",1,"2016-06-09 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2016-10-10 00:00:00",NA,NA,2016,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1442,-85.6265,4
